시청률,월,일,시,분
0.016,3,31,0,0
0.0189,3,31,0,20
0.016,3,31,0,40
0.01765,3,31,1,0
0.016,3,31,1,20
0.0163,3,31,1,40
0.0,3,31,2,0
0.017,4,1,2,20
0.017,4,1,2,40
0.02705,4,1,3,0
0.017,4,1,3,20
0.017,4,1,3,40
0.017,4,1,4,0
0.017,4,1,4,20
0.0,4,1,4,40
0.0,4,1,5,0
0.0,4,1,5,20
0.00045,4,1,5,40
0.0,4,1,6,0
0.0011,4,1,6,20
0.00385,4,1,6,40
0.0018,4,1,7,0
0.0048,4,1,7,20
0.0,4,1,7,40
0.0,4,1,8,0
0.0003,4,1,8,20
0.0003,4,1,8,40
0.0,4,1,9,0
0.0,4,1,9,20
0.0,4,1,9,40
0.0008,4,1,10,0
0.00555,4,1,10,20
0.0005,4,1,10,40
0.0018,4,1,11,0
0.0,4,1,11,20
0.0013,4,1,11,40
0.0,4,1,12,0
0.005,4,1,12,20
0.00105,4,1,12,40
0.00315,4,1,13,0
0.0022,4,1,13,20
0.00025,4,1,13,40
0.0019,4,1,14,0
0.0,4,1,14,20
0.00185,4,1,14,40
0.0064,4,1,15,0
0.02385,4,1,15,20
0.004,4,1,15,40
0.0025,4,1,16,0
0.0,4,1,16,20
0.0014,4,1,16,40
0.0,4,1,17,0
0.0,4,1,17,20
0.00795,4,1,17,40
0.0,4,1,18,0
0.002,4,1,18,20
0.0038,4,1,18,40
0.00055,4,1,19,0
0.0,4,1,19,20
0.0092,4,1,19,40
0.00075,4,1,20,0
0.00035,4,1,20,20
0.0,4,1,20,40
0.0024,4,1,21,0
0.00535,4,1,21,20
0.00055,4,1,21,40
0.0,4,1,22,0
0.0,4,1,22,20
0.0,4,1,22,40
0.00075,4,1,23,0
0.0044,4,1,23,20
0.0,4,1,23,40
0.0166,4,1,0,0
0.01425,4,1,0,20
0.0,4,1,0,40
0.0,4,1,1,0
0.0,4,1,1,20
0.0,4,1,1,40
0.017,4,1,2,0
0.0,4,2,2,20
0.0,4,2,2,40
0.0,4,2,3,0
0.0045,4,2,3,20
0.0,4,2,3,40
0.0,4,2,4,0
0.00025,4,2,4,20
0.0,4,2,4,40
0.0,4,2,5,0
0.0,4,2,5,20
0.0,4,2,5,40
0.0,4,2,6,0
0.0,4,2,6,20
0.0,4,2,6,40
0.0013,4,2,7,0
0.0041,4,2,7,20
0.0014,4,2,7,40
0.00415,4,2,8,0
0.00125,4,2,8,20
0.0009,4,2,8,40
0.0063,4,2,9,0
0.013999999999999999,4,2,9,20
0.013999999999999999,4,2,9,40
0.013999999999999999,4,2,10,0
0.013999999999999999,4,2,10,20
0.013999999999999999,4,2,10,40
0.00315,4,2,11,0
0.0004,4,2,11,20
0.0091,4,2,11,40
0.0027,4,2,12,0
0.0002,4,2,12,20
0.00605,4,2,12,40
0.0065,4,2,13,0
0.0013,4,2,13,20
0.0,4,2,13,40
0.00675,4,2,14,0
0.0,4,2,14,20
0.0029,4,2,14,40
0.0053,4,2,15,0
0.0049,4,2,15,20
0.00495,4,2,15,40
0.00035,4,2,16,0
0.0175,4,2,16,20
0.00035,4,2,16,40
0.0,4,2,17,0
0.0015,4,2,17,20
0.009000000000000001,4,2,17,40
0.001,4,2,18,0
0.0,4,2,18,20
0.0,4,2,18,40
0.005,4,2,19,0
0.0,4,2,19,20
0.0,4,2,19,40
0.0,4,2,20,0
0.0,4,2,20,20
0.0024,4,2,20,40
0.0,4,2,21,0
0.00465,4,2,21,20
0.0,4,2,21,40
0.0017,4,2,22,0
0.00125,4,2,22,20
0.00855,4,2,22,40
0.0075,4,2,23,0
0.0054,4,2,23,20
0.0,4,2,23,40
0.0,4,2,0,0
0.0006,4,2,0,20
0.02125,4,2,0,40
0.0252,4,2,1,0
0.0175,4,2,1,20
0.0,4,2,1,40
0.0,4,2,2,0
0.0,4,3,2,20
0.0,4,3,2,40
0.0,4,3,3,0
0.0,4,3,3,20
0.0,4,3,3,40
0.0,4,3,4,0
0.00045,4,3,4,20
0.0,4,3,4,40
0.0,4,3,5,0
0.0,4,3,5,20
0.0,4,3,5,40
0.0,4,3,6,0
0.00255,4,3,6,20
0.0,4,3,6,40
0.002,4,3,7,0
0.00065,4,3,7,20
0.0,4,3,7,40
0.00155,4,3,8,0
0.0,4,3,8,20
0.0,4,3,8,40
0.0,4,3,9,0
0.0,4,3,9,20
0.0,4,3,9,40
0.0,4,3,10,0
0.0,4,3,10,20
0.0,4,3,10,40
0.0,4,3,11,0
0.0,4,3,11,20
0.0,4,3,11,40
0.0,4,3,12,0
0.0007,4,3,12,20
0.0012,4,3,12,40
0.0,4,3,13,0
0.0028,4,3,13,20
0.01335,4,3,13,40
0.0,4,3,14,0
0.004,4,3,14,20
0.016,4,3,14,40
0.004,4,3,15,0
0.0007,4,3,15,20
0.0,4,3,15,40
0.0,4,3,16,0
0.0014,4,3,16,20
0.0,4,3,16,40
0.0006,4,3,17,0
0.00125,4,3,17,20
0.0,4,3,17,40
0.0046,4,3,18,0
0.00105,4,3,18,20
0.0034,4,3,18,40
0.0,4,3,19,0
0.0004,4,3,19,20
0.0,4,3,19,40
0.0,4,3,20,0
0.0,4,3,20,20
0.0,4,3,20,40
0.00345,4,3,21,0
0.0008,4,3,21,20
0.00185,4,3,21,40
0.00525,4,3,22,0
0.0007,4,3,22,20
0.0021,4,3,22,40
0.0,4,3,23,0
0.0062,4,3,23,20
0.0154,4,3,23,40
0.0049,4,3,0,0
0.0,4,3,0,20
0.0056,4,3,0,40
0.0119,4,3,1,0
0.0,4,3,1,20
0.0,4,3,1,40
0.0,4,3,2,0
0.0,4,4,2,20
0.0014,4,4,2,40
0.0,4,4,3,0
0.0015,4,4,3,20
0.00665,4,4,3,40
0.0,4,4,4,0
0.0,4,4,4,20
0.0,4,4,4,40
0.0,4,4,5,0
0.0,4,4,5,20
0.0,4,4,5,40
0.0,4,4,6,0
0.0,4,4,6,20
0.00045,4,4,6,40
0.0003,4,4,7,0
0.003,4,4,7,20
0.00065,4,4,7,40
0.0,4,4,8,0
0.0,4,4,8,20
0.0,4,4,8,40
0.0,4,4,9,0
0.0,4,4,9,20
0.0003,4,4,9,40
0.00065,4,4,10,0
0.0,4,4,10,20
0.0,4,4,10,40
0.00265,4,4,11,0
0.003,4,4,11,20
0.0007,4,4,11,40
0.00075,4,4,12,0
0.00255,4,4,12,20
0.0018,4,4,12,40
0.00545,4,4,13,0
0.004,4,4,13,20
0.0023,4,4,13,40
0.0198,4,4,14,0
0.03945,4,4,14,20
0.03835,4,4,14,40
0.01645,4,4,15,0
0.00265,4,4,15,20
0.0,4,4,15,40
0.0,4,4,16,0
0.0,4,4,16,20
0.00615,4,4,16,40
0.0021,4,4,17,0
0.0,4,4,17,20
0.0042,4,4,17,40
0.0,4,4,18,0
0.00465,4,4,18,20
0.0003,4,4,18,40
0.00075,4,4,19,0
0.0,4,4,19,20
0.0,4,4,19,40
0.00055,4,4,20,0
0.0,4,4,20,20
0.00075,4,4,20,40
0.0,4,4,21,0
0.0,4,4,21,20
0.0012,4,4,21,40
0.00095,4,4,22,0
0.00035,4,4,22,20
0.0,4,4,22,40
0.0052,4,4,23,0
0.0,4,4,23,20
0.0024,4,4,23,40
0.0,4,4,0,0
0.0,4,4,0,20
0.0,4,4,0,40
0.0,4,4,1,0
0.0,4,4,1,20
0.0,4,4,1,40
0.0,4,4,2,0
0.00105,4,5,2,20
0.0,4,5,2,40
0.0,4,5,3,0
0.0018,4,5,3,20
0.0,4,5,3,40
0.00825,4,5,4,0
0.0,4,5,4,20
0.0,4,5,4,40
0.0,4,5,5,0
0.0,4,5,5,20
0.0,4,5,5,40
0.00045,4,5,6,0
0.0,4,5,6,20
0.0007,4,5,6,40
0.00105,4,5,7,0
0.0009,4,5,7,20
0.00095,4,5,7,40
0.0011,4,5,8,0
0.0,4,5,8,20
0.0,4,5,8,40
0.00075,4,5,9,0
0.00775,4,5,9,20
0.0053,4,5,9,40
0.0,4,5,10,0
0.0,4,5,10,20
0.0,4,5,10,40
0.0,4,5,11,0
0.0,4,5,11,20
0.0,4,5,11,40
0.0,4,5,12,0
0.0,4,5,12,20
0.0,4,5,12,40
0.0007,4,5,13,0
0.0,4,5,13,20
0.0027,4,5,13,40
0.0,4,5,14,0
0.00105,4,5,14,20
0.0,4,5,14,40
0.0,4,5,15,0
0.0,4,5,15,20
0.0,4,5,15,40
0.00135,4,5,16,0
0.0013,4,5,16,20
0.0016,4,5,16,40
0.0,4,5,17,0
0.017,4,5,17,20
0.00085,4,5,17,40
0.00245,4,5,18,0
0.0,4,5,18,20
0.003,4,5,18,40
0.0027,4,5,19,0
0.0016,4,5,19,20
0.01235,4,5,19,40
0.00345,4,5,20,0
0.0007,4,5,20,20
0.0,4,5,20,40
0.0,4,5,21,0
0.0,4,5,21,20
0.00075,4,5,21,40
0.0,4,5,22,0
0.0,4,5,22,20
0.0,4,5,22,40
0.0042,4,5,23,0
0.0017,4,5,23,20
0.00065,4,5,23,40
0.0,4,5,0,0
0.0,4,5,0,20
0.0,4,5,0,40
0.00315,4,5,1,0
0.00645,4,5,1,20
0.0113,4,5,1,40
0.0024,4,5,2,0
0.0004,4,6,2,20
0.0008,4,6,2,40
0.0,4,6,3,0
0.0011,4,6,3,20
0.0,4,6,3,40
0.0,4,6,4,0
0.0,4,6,4,20
0.0,4,6,4,40
0.0,4,6,5,0
0.0,4,6,5,20
0.00015,4,6,5,40
0.0009,4,6,6,0
0.0017,4,6,6,20
0.0036,4,6,6,40
0.0,4,6,7,0
0.0,4,6,7,20
0.0,4,6,7,40
0.0,4,6,8,0
0.00015,4,6,8,20
0.0013,4,6,8,40
0.0,4,6,9,0
0.00075,4,6,9,20
0.0,4,6,9,40
0.0131,4,6,10,0
0.01105,4,6,10,20
0.0,4,6,10,40
0.0002,4,6,11,0
0.0,4,6,11,20
0.00515,4,6,11,40
0.0052,4,6,12,0
0.0,4,6,12,20
0.0002,4,6,12,40
0.0,4,6,13,0
0.0034,4,6,13,20
0.0044,4,6,13,40
0.0289,4,6,14,0
0.025,4,6,14,20
0.01875,4,6,14,40
0.0,4,6,15,0
0.00125,4,6,15,20
0.0,4,6,15,40
0.0,4,6,16,0
0.0015,4,6,16,20
0.00085,4,6,16,40
0.0037,4,6,17,0
0.0,4,6,17,20
0.0,4,6,17,40
0.0022,4,6,18,0
0.00055,4,6,18,20
0.0,4,6,18,40
0.0,4,6,19,0
0.0,4,6,19,20
0.0,4,6,19,40
0.0019,4,6,20,0
0.0002,4,6,20,20
0.0014,4,6,20,40
0.00095,4,6,21,0
0.0,4,6,21,20
0.00275,4,6,21,40
0.0052,4,6,22,0
0.0008,4,6,22,20
0.0,4,6,22,40
0.0,4,6,23,0
0.0,4,6,23,20
0.0014,4,6,23,40
0.0036,4,6,0,0
0.002,4,6,0,20
0.0151,4,6,0,40
0.00085,4,6,1,0
0.00115,4,6,1,20
0.00035,4,6,1,40
0.0,4,6,2,0
0.0,4,7,2,20
0.0,4,7,2,40
0.00375,4,7,3,0
0.0047,4,7,3,20
0.00215,4,7,3,40
0.00535,4,7,4,0
0.0021,4,7,4,20
0.0,4,7,4,40
0.0,4,7,5,0
0.0,4,7,5,20
0.0,4,7,5,40
0.00125,4,7,6,0
0.0004,4,7,6,20
0.0,4,7,6,40
0.0,4,7,7,0
0.0066,4,7,7,20
0.00165,4,7,7,40
0.0057,4,7,8,0
0.0,4,7,8,20
0.0054,4,7,8,40
0.0,4,7,9,0
0.0,4,7,9,20
0.0,4,7,9,40
0.0,4,7,10,0
0.0,4,7,10,20
0.0017,4,7,10,40
0.00345,4,7,11,0
0.0,4,7,11,20
0.00175,4,7,11,40
0.003,4,7,12,0
0.0,4,7,12,20
0.0,4,7,12,40
0.00075,4,7,13,0
0.0054,4,7,13,20
0.0054,4,7,13,40
0.0305,4,7,14,0
0.0229,4,7,14,20
0.0,4,7,14,40
0.0,4,7,15,0
0.0,4,7,15,20
0.0,4,7,15,40
0.0029,4,7,16,0
0.002,4,7,16,20
0.00255,4,7,16,40
0.00075,4,7,17,0
0.0049,4,7,17,20
0.00245,4,7,17,40
0.0024,4,7,18,0
0.0,4,7,18,20
0.0,4,7,18,40
0.0014,4,7,19,0
0.0,4,7,19,20
0.00245,4,7,19,40
0.00125,4,7,20,0
0.0015,4,7,20,20
0.00035,4,7,20,40
0.0,4,7,21,0
0.0026,4,7,21,20
0.00225,4,7,21,40
0.0067,4,7,22,0
0.0007,4,7,22,20
0.0028,4,7,22,40
0.0003,4,7,23,0
0.0058,4,7,23,20
0.0019,4,7,23,40
0.0,4,7,0,0
0.00385,4,7,0,20
0.00665,4,7,0,40
0.0034,4,7,1,0
0.00035,4,7,1,20
0.0,4,7,1,40
0.00075,4,7,2,0
0.0,4,8,2,20
0.0,4,8,2,40
0.0,4,8,3,0
0.0,4,8,3,20
0.0,4,8,3,40
0.0,4,8,4,0
0.0,4,8,4,20
0.0011,4,8,4,40
0.0,4,8,5,0
0.00045,4,8,5,20
0.0,4,8,5,40
0.0,4,8,6,0
0.00125,4,8,6,20
0.0,4,8,6,40
0.0005,4,8,7,0
0.00045,4,8,7,20
0.00075,4,8,7,40
0.0,4,8,8,0
0.0011,4,8,8,20
0.0017,4,8,8,40
0.011000000000000001,4,8,9,0
0.011000000000000001,4,8,9,20
0.01115,4,8,9,40
0.0007,4,8,10,0
0.0,4,8,10,20
0.0,4,8,10,40
0.00145,4,8,11,0
0.00435,4,8,11,20
0.0084,4,8,11,40
0.0009,4,8,12,0
0.0026,4,8,12,20
0.00075,4,8,12,40
0.0,4,8,13,0
0.00295,4,8,13,20
0.0016,4,8,13,40
0.00065,4,8,14,0
0.0,4,8,14,20
0.0006,4,8,14,40
0.0,4,8,15,0
0.0,4,8,15,20
0.0,4,8,15,40
0.0,4,8,16,0
0.00045,4,8,16,20
0.00065,4,8,16,40
0.00185,4,8,17,0
0.0003,4,8,17,20
0.0,4,8,17,40
0.00035,4,8,18,0
0.012,4,8,18,20
0.0018,4,8,18,40
0.0023,4,8,19,0
0.0,4,8,19,20
0.0,4,8,19,40
0.00355,4,8,20,0
0.006999999999999999,4,8,20,20
0.001,4,8,20,40
0.0,4,8,21,0
0.0,4,8,21,20
0.00165,4,8,21,40
0.0007,4,8,22,0
0.0,4,8,22,20
0.0,4,8,22,40
0.00635,4,8,23,0
0.00205,4,8,23,20
0.0,4,8,23,40
0.0009,4,8,0,0
0.0015,4,8,0,20
0.0,4,8,0,40
0.0008,4,8,1,0
0.0032,4,8,1,20
0.0,4,8,1,40
0.0,4,8,2,0
0.0049,4,9,2,20
0.0,4,9,2,40
0.0012,4,9,3,0
0.00365,4,9,3,20
0.0008,4,9,3,40
0.0002,4,9,4,0
0.0002,4,9,4,20
0.0,4,9,4,40
0.0002,4,9,5,0
0.0,4,9,5,20
0.0,4,9,5,40
0.0,4,9,6,0
0.0019,4,9,6,20
0.0072,4,9,6,40
0.0,4,9,7,0
0.0063,4,9,7,20
0.0,4,9,7,40
0.0018,4,9,8,0
0.0003,4,9,8,20
0.00045,4,9,8,40
0.0148,4,9,9,0
0.0012,4,9,9,20
0.00065,4,9,9,40
0.0,4,9,10,0
0.0,4,9,10,20
0.0,4,9,10,40
0.0,4,9,11,0
0.00145,4,9,11,20
0.00065,4,9,11,40
0.0,4,9,12,0
0.0,4,9,12,20
0.0,4,9,12,40
0.0,4,9,13,0
0.0,4,9,13,20
0.0,4,9,13,40
0.0,4,9,14,0
0.00195,4,9,14,20
0.0013,4,9,14,40
0.00115,4,9,15,0
0.0,4,9,15,20
0.0012,4,9,15,40
0.00575,4,9,16,0
0.00405,4,9,16,20
0.0,4,9,16,40
0.0046,4,9,17,0
0.01365,4,9,17,20
0.0021,4,9,17,40
0.0003,4,9,18,0
0.0,4,9,18,20
0.0,4,9,18,40
0.0048,4,9,19,0
0.0,4,9,19,20
0.00075,4,9,19,40
0.0,4,9,20,0
0.00065,4,9,20,20
0.0,4,9,20,40
0.0,4,9,21,0
0.0017,4,9,21,20
0.0042,4,9,21,40
0.0021,4,9,22,0
0.0,4,9,22,20
0.00445,4,9,22,40
0.00375,4,9,23,0
0.0,4,9,23,20
0.0,4,9,23,40
0.0,4,9,0,0
0.0034,4,9,0,20
0.0,4,9,0,40
0.0,4,9,1,0
0.0032,4,9,1,20
0.0005,4,9,1,40
0.0,4,9,2,0
0.0,4,10,2,20
0.0,4,10,2,40
0.0,4,10,3,0
0.0,4,10,3,20
0.0,4,10,3,40
0.0,4,10,4,0
0.0,4,10,4,20
0.0,4,10,4,40
0.0,4,10,5,0
0.0,4,10,5,20
0.0,4,10,5,40
0.0,4,10,6,0
0.00105,4,10,6,20
0.0126,4,10,6,40
0.0,4,10,7,0
0.0,4,10,7,20
0.0,4,10,7,40
0.00375,4,10,8,0
0.0,4,10,8,20
0.0,4,10,8,40
0.0,4,10,9,0
0.0,4,10,9,20
0.0,4,10,9,40
0.00315,4,10,10,0
0.0006,4,10,10,20
0.0039,4,10,10,40
0.0,4,10,11,0
0.0,4,10,11,20
0.0016,4,10,11,40
0.0,4,10,12,0
0.0015,4,10,12,20
0.00065,4,10,12,40
0.0,4,10,13,0
0.0,4,10,13,20
0.00125,4,10,13,40
0.0,4,10,14,0
0.0018,4,10,14,20
0.00255,4,10,14,40
0.00185,4,10,15,0
0.0019,4,10,15,20
0.00065,4,10,15,40
0.0,4,10,16,0
0.00335,4,10,16,20
0.0,4,10,16,40
0.0015,4,10,17,0
0.00075,4,10,17,20
0.0,4,10,17,40
0.0,4,10,18,0
0.0,4,10,18,20
0.0,4,10,18,40
0.00115,4,10,19,0
0.00095,4,10,19,20
0.0,4,10,19,40
0.0,4,10,20,0
0.0,4,10,20,20
0.0076,4,10,20,40
0.0024,4,10,21,0
0.0008,4,10,21,20
0.0006,4,10,21,40
0.0,4,10,22,0
0.0,4,10,22,20
0.0,4,10,22,40
0.0,4,10,23,0
0.0,4,10,23,20
0.00595,4,10,23,40
0.00935,4,10,0,0
0.00765,4,10,0,20
0.0075,4,10,0,40
0.006999999999999999,4,10,1,0
0.0102,4,10,1,20
0.0085,4,10,1,40
0.0,4,10,2,0
0.0057,4,11,2,20
0.0,4,11,2,40
0.0,4,11,3,0
0.0,4,11,3,20
0.0,4,11,3,40
0.0016,4,11,4,0
0.0,4,11,4,20
0.0,4,11,4,40
0.0007,4,11,5,0
0.0,4,11,5,20
0.0051,4,11,5,40
0.0,4,11,6,0
0.0,4,11,6,20
0.0,4,11,6,40
0.0,4,11,7,0
0.0066,4,11,7,20
0.0,4,11,7,40
0.0005,4,11,8,0
0.0,4,11,8,20
0.0006,4,11,8,40
0.00815,4,11,9,0
0.013000000000000001,4,11,9,20
0.013000000000000001,4,11,9,40
0.0115,4,11,10,0
0.01,4,11,10,20
0.0035,4,11,10,40
0.0038,4,11,11,0
0.0008,4,11,11,20
0.0012,4,11,11,40
0.0035,4,11,12,0
0.005,4,11,12,20
0.00425,4,11,12,40
0.005,4,11,13,0
0.02125,4,11,13,20
0.01525,4,11,13,40
0.0046,4,11,14,0
0.00055,4,11,14,20
0.0004,4,11,14,40
0.0033,4,11,15,0
0.0006,4,11,15,20
0.0035,4,11,15,40
0.005,4,11,16,0
0.01225,4,11,16,20
0.0196,4,11,16,40
0.00315,4,11,17,0
0.0007,4,11,17,20
0.0019,4,11,17,40
0.0009,4,11,18,0
0.002,4,11,18,20
0.0,4,11,18,40
0.0065,4,11,19,0
0.0021,4,11,19,20
0.0023,4,11,19,40
0.0,4,11,20,0
0.0,4,11,20,20
0.0,4,11,20,40
0.01755,4,11,21,0
0.0249,4,11,21,20
0.0,4,11,21,40
0.0,4,11,22,0
0.0,4,11,22,20
0.0,4,11,22,40
0.0,4,11,23,0
0.0,4,11,23,20
0.0007,4,11,23,40
0.0,4,11,0,0
0.0017,4,11,0,20
0.0015,4,11,0,40
0.00045,4,11,1,0
0.0,4,11,1,20
0.0,4,11,1,40
0.006,4,11,2,0
0.0,4,12,2,20
0.0,4,12,2,40
0.00105,4,12,3,0
0.0,4,12,3,20
0.0,4,12,3,40
0.0035,4,12,4,0
0.0,4,12,4,20
0.0,4,12,4,40
0.0,4,12,5,0
0.0,4,12,5,20
0.0011,4,12,5,40
0.0,4,12,6,0
0.00375,4,12,6,20
0.0113,4,12,6,40
0.0,4,12,7,0
0.0,4,12,7,20
0.0,4,12,7,40
0.08,4,12,8,0
0.0,4,12,8,20
0.00075,4,12,8,40
0.0,4,12,9,0
0.0012,4,12,9,20
0.006,4,12,9,40
0.0069,4,12,10,0
0.0041,4,12,10,20
0.011000000000000001,4,12,10,40
0.00255,4,12,11,0
0.0017,4,12,11,20
0.00205,4,12,11,40
0.0,4,12,12,0
0.0051,4,12,12,20
0.0147,4,12,12,40
0.0035,4,12,13,0
0.0182,4,12,13,20
0.0026,4,12,13,40
0.0,4,12,14,0
0.0,4,12,14,20
0.0,4,12,14,40
0.0,4,12,15,0
0.0,4,12,15,20
0.00165,4,12,15,40
0.00175,4,12,16,0
0.0106,4,12,16,20
0.0062,4,12,16,40
0.0022,4,12,17,0
0.0,4,12,17,20
0.0,4,12,17,40
0.00045,4,12,18,0
0.0015,4,12,18,20
0.0018,4,12,18,40
0.0069,4,12,19,0
0.00055,4,12,19,20
0.0,4,12,19,40
0.0028,4,12,20,0
0.0,4,12,20,20
0.0009,4,12,20,40
0.0007,4,12,21,0
0.0007,4,12,21,20
0.0054,4,12,21,40
0.00835,4,12,22,0
0.0,4,12,22,20
0.00085,4,12,22,40
0.002,4,12,23,0
0.00175,4,12,23,20
0.0,4,12,23,40
0.0011,4,12,0,0
0.0,4,12,0,20
0.0006,4,12,0,40
0.0,4,12,1,0
0.0013,4,12,1,20
0.0025,4,12,1,40
0.0,4,12,2,0
0.00075,4,13,2,20
0.0,4,13,2,40
0.0,4,13,3,0
0.0,4,13,3,20
0.0,4,13,3,40
0.0,4,13,4,0
0.0,4,13,4,20
0.0,4,13,4,40
0.0,4,13,5,0
0.0,4,13,5,20
0.0,4,13,5,40
0.0,4,13,6,0
0.0006,4,13,6,20
0.0,4,13,6,40
0.0003,4,13,7,0
0.00435,4,13,7,20
0.00275,4,13,7,40
0.0,4,13,8,0
0.00895,4,13,8,20
0.0,4,13,8,40
0.0,4,13,9,0
0.0,4,13,9,20
0.00105,4,13,9,40
0.0056,4,13,10,0
0.0007,4,13,10,20
0.0,4,13,10,40
0.0006,4,13,11,0
0.0003,4,13,11,20
0.0,4,13,11,40
0.0,4,13,12,0
0.0,4,13,12,20
0.00155,4,13,12,40
0.0,4,13,13,0
0.0021,4,13,13,20
0.0028,4,13,13,40
0.0015,4,13,14,0
0.002,4,13,14,20
0.0,4,13,14,40
0.0,4,13,15,0
0.004,4,13,15,20
0.01275,4,13,15,40
0.0042,4,13,16,0
0.0,4,13,16,20
0.00095,4,13,16,40
0.0078,4,13,17,0
0.00045,4,13,17,20
0.0018,4,13,17,40
0.00185,4,13,18,0
0.0,4,13,18,20
0.0011,4,13,18,40
0.0,4,13,19,0
0.0023,4,13,19,20
0.00065,4,13,19,40
0.00065,4,13,20,0
0.0,4,13,20,20
0.0,4,13,20,40
0.0,4,13,21,0
0.0014,4,13,21,20
0.00115,4,13,21,40
0.00115,4,13,22,0
0.0,4,13,22,20
0.0,4,13,22,40
0.0,4,13,23,0
0.001,4,13,23,20
0.0,4,13,23,40
0.0,4,13,0,0
0.00395,4,13,0,20
0.01935,4,13,0,40
0.03075,4,13,1,0
0.03,4,13,1,20
0.0312,4,13,1,40
0.00085,4,13,2,0
0.0,4,14,2,20
0.0,4,14,2,40
0.0,4,14,3,0
0.0,4,14,3,20
0.0,4,14,3,40
0.0008,4,14,4,0
0.00255,4,14,4,20
0.0,4,14,4,40
0.0,4,14,5,0
0.0,4,14,5,20
0.0,4,14,5,40
0.0011,4,14,6,0
0.0,4,14,6,20
0.0011,4,14,6,40
0.00025,4,14,7,0
0.0076,4,14,7,20
0.0057,4,14,7,40
0.00475,4,14,8,0
0.0067,4,14,8,20
0.0082,4,14,8,40
0.0,4,14,9,0
0.0,4,14,9,20
0.00055,4,14,9,40
0.0036,4,14,10,0
0.0006,4,14,10,20
0.0,4,14,10,40
0.0,4,14,11,0
0.00065,4,14,11,20
0.0,4,14,11,40
0.02485,4,14,12,0
0.0019,4,14,12,20
0.0062,4,14,12,40
0.0,4,14,13,0
0.00085,4,14,13,20
0.0,4,14,13,40
0.02295,4,14,14,0
0.0102,4,14,14,20
0.00055,4,14,14,40
0.0082,4,14,15,0
0.0,4,14,15,20
0.0,4,14,15,40
0.0,4,14,16,0
0.0,4,14,16,20
0.0004,4,14,16,40
0.0,4,14,17,0
0.0015,4,14,17,20
0.00375,4,14,17,40
0.0,4,14,18,0
0.0,4,14,18,20
0.0,4,14,18,40
0.0,4,14,19,0
0.0,4,14,19,20
0.0062,4,14,19,40
0.0021,4,14,20,0
0.00375,4,14,20,20
0.00055,4,14,20,40
0.0,4,14,21,0
0.00125,4,14,21,20
0.001,4,14,21,40
0.0008,4,14,22,0
0.0008,4,14,22,20
0.0026,4,14,22,40
0.0,4,14,23,0
0.0,4,14,23,20
0.0,4,14,23,40
0.00135,4,14,0,0
0.0,4,14,0,20
0.003,4,14,0,40
0.00055,4,14,1,0
0.0,4,14,1,20
0.00125,4,14,1,40
0.01395,4,14,2,0
0.0,4,15,2,20
0.0,4,15,2,40
0.0,4,15,3,0
0.0005,4,15,3,20
0.0,4,15,3,40
0.0,4,15,4,0
0.0,4,15,4,20
0.00035,4,15,4,40
0.0836,4,15,5,0
0.0528,4,15,5,20
0.0,4,15,5,40
0.00055,4,15,6,0
0.0023,4,15,6,20
0.0,4,15,6,40
0.0036,4,15,7,0
0.0,4,15,7,20
0.0016,4,15,7,40
0.0,4,15,8,0
0.0,4,15,8,20
0.0,4,15,8,40
0.00095,4,15,9,0
0.0036,4,15,9,20
0.0084,4,15,9,40
0.0,4,15,10,0
0.0,4,15,10,20
0.0,4,15,10,40
0.0021,4,15,11,0
0.0,4,15,11,20
0.00055,4,15,11,40
0.0,4,15,12,0
0.0,4,15,12,20
0.0,4,15,12,40
0.00395,4,15,13,0
0.00175,4,15,13,20
0.00065,4,15,13,40
0.0,4,15,14,0
0.0184,4,15,14,20
0.0023,4,15,14,40
0.0,4,15,15,0
0.0,4,15,15,20
0.0025,4,15,15,40
0.00075,4,15,16,0
0.0004,4,15,16,20
0.0,4,15,16,40
0.0,4,15,17,0
0.0004,4,15,17,20
0.0045,4,15,17,40
0.0022,4,15,18,0
0.0028,4,15,18,20
0.0,4,15,18,40
0.0,4,15,19,0
0.0003,4,15,19,20
0.00075,4,15,19,40
0.0011,4,15,20,0
0.00075,4,15,20,20
0.0,4,15,20,40
0.0,4,15,21,0
0.0,4,15,21,20
0.0,4,15,21,40
0.0,4,15,22,0
0.0,4,15,22,20
0.00815,4,15,22,40
0.0,4,15,23,0
0.00055,4,15,23,20
0.0013,4,15,23,40
0.0,4,15,0,0
0.0,4,15,0,20
0.0,4,15,0,40
0.0,4,15,1,0
0.0009,4,15,1,20
0.0,4,15,1,40
0.0,4,15,2,0
0.0,4,16,2,20
0.0,4,16,2,40
0.0,4,16,3,0
0.00075,4,16,3,20
0.0,4,16,3,40
0.0,4,16,4,0
0.0,4,16,4,20
0.0,4,16,4,40
0.0027,4,16,5,0
0.0007,4,16,5,20
0.0,4,16,5,40
0.0,4,16,6,0
0.0018,4,16,6,20
0.00125,4,16,6,40
0.0,4,16,7,0
0.0003,4,16,7,20
0.0,4,16,7,40
0.0,4,16,8,0
0.00555,4,16,8,20
0.0018,4,16,8,40
0.0,4,16,9,0
0.0111,4,16,9,20
0.00175,4,16,9,40
0.0005,4,16,10,0
0.0002,4,16,10,20
0.0,4,16,10,40
0.02145,4,16,11,0
