朝楼,矫埃,矫没伏
2岿16老,7:00,0.0026
2岿16老,7:20,0
2岿16老,7:40,0
2岿16老,8:00,0.0007
2岿16老,8:20,0
2岿16老,8:40,0
2岿16老,9:00,0
2岿16老,9:20,0.00835
2岿16老,9:40,0.0031
2岿16老,10:00,0.0032
2岿16老,10:20,0
2岿16老,10:40,0.00075
2岿16老,11:00,0
2岿16老,11:20,0.00055
2岿16老,11:40,0.00075
2岿16老,12:00,0.0074
2岿16老,12:20,0.0067
2岿16老,12:40,0.0168
2岿16老,13:00,0.0006
2岿16老,13:20,0.00035
2岿16老,13:40,0
2岿16老,14:00,0.00935
2岿16老,14:20,0.0157
2岿16老,14:40,0.0126
2岿16老,15:00,0.0038
2岿16老,15:20,0.00455
2岿16老,15:40,0
2岿16老,16:00,0.0078
2岿16老,16:20,0.0047
2岿16老,16:40,0
2岿16老,17:00,0.00055
2岿16老,17:20,0
2岿16老,17:40,0.0027
2岿16老,18:00,0.0006
2岿16老,18:20,0
2岿16老,18:40,0
2岿16老,19:00,0.0004
2岿16老,19:20,0.0002
2岿16老,19:40,0.0061
2岿16老,20:00,0
2岿16老,20:20,0
2岿16老,20:40,0
2岿16老,21:00,0
2岿16老,21:20,0
2岿16老,21:40,0
2岿16老,22:00,0.00875
2岿16老,22:20,0.00515
2岿16老,22:40,0
2岿16老,23:00,0.0047
2岿16老,23:20,0.03325
2岿16老,23:40,0
2岿16老,0:00,0
2岿16老,0:20,0.00345
2岿16老,0:40,0.0027
2岿16老,1:00,0
2岿16老,1:20,0.00015
2岿16老,1:40,0
2岿16老,2:00,0.0386
2岿17老,2:20,0
2岿17老,2:40,0
2岿17老,3:00,0.00055
2岿17老,3:20,0
2岿17老,3:40,0
2岿17老,4:00,0
2岿17老,4:20,0
2岿17老,4:40,0.0022
2岿17老,5:00,0.0048
2岿17老,5:20,0
2岿17老,5:40,0.00015
2岿17老,6:00,0.0084
2岿17老,6:20,0.0006
2岿17老,6:40,0
2岿17老,7:00,0.002
2岿17老,7:20,0
2岿17老,7:40,0.0075
2岿17老,8:00,0.0008
2岿17老,8:20,0.00165
2岿17老,8:40,0.0013
2岿17老,9:00,0.009
2岿17老,9:20,0
2岿17老,9:40,0.0015
2岿17老,10:00,0.0188
2岿17老,10:20,0.0116
2岿17老,10:40,0.00435
2岿17老,11:00,0.0014
2岿17老,11:20,0
2岿17老,11:40,0
2岿17老,12:00,0.0045
2岿17老,12:20,0
2岿17老,12:40,0
2岿17老,13:00,0
2岿17老,13:20,0
2岿17老,13:40,0.01875
2岿17老,14:00,0.002
2岿17老,14:20,0
2岿17老,14:40,0.0063
2岿17老,15:00,0.0036
2岿17老,15:20,0.0032
2岿17老,15:40,0.00095
2岿17老,16:00,0
2岿17老,16:20,0.0029
2岿17老,16:40,0.0033
2岿17老,17:00,0.004
2岿17老,17:20,0.001
2岿17老,17:40,0.00145
2岿17老,18:00,0.0006
2岿17老,18:20,0.00165
2岿17老,18:40,0
2岿17老,19:00,0
2岿17老,19:20,0.00025
2岿17老,19:40,0.0014
2岿17老,20:00,0
2岿17老,20:20,0.0018
2岿17老,20:40,0
2岿17老,21:00,0
2岿17老,21:20,0
2岿17老,21:40,0.0055
2岿17老,22:00,0.0036
2岿17老,22:20,0.00195
2岿17老,22:40,0.00155
2岿17老,23:00,0
2岿17老,23:20,0
2岿17老,23:40,0.00295
2岿17老,0:00,0
2岿17老,0:20,0
2岿17老,0:40,0
2岿17老,1:00,0.00025
2岿17老,1:20,0
2岿17老,1:40,0
2岿17老,2:00,0
2岿18老,2:20,0.00095
2岿18老,2:40,0
2岿18老,3:00,0
2岿18老,3:20,0
2岿18老,3:40,0
2岿18老,4:00,0
2岿18老,4:20,0
2岿18老,4:40,0
2岿18老,5:00,0.0008
2岿18老,5:20,0
2岿18老,5:40,0.0002
2岿18老,6:00,0
2岿18老,6:20,0.00075
2岿18老,6:40,0
2岿18老,7:00,0
2岿18老,7:20,0.00045
2岿18老,7:40,0
2岿18老,8:00,0.0015
2岿18老,8:20,0.006
2岿18老,8:40,0
2岿18老,9:00,0.0015
2岿18老,9:20,0
2岿18老,9:40,0.0012
2岿18老,10:00,0.0017
2岿18老,10:20,0.0085
2岿18老,10:40,0.00225
2岿18老,11:00,0.0028
2岿18老,11:20,0.03355
2岿18老,11:40,0.01095
2岿18老,12:00,0
2岿18老,12:20,0.00215
2岿18老,12:40,0.00075
2岿18老,13:00,0.0029
2岿18老,13:20,0
2岿18老,13:40,0.00055
2岿18老,14:00,0
2岿18老,14:20,0.00055
2岿18老,14:40,0
2岿18老,15:00,0.0008
2岿18老,15:20,0.0015
2岿18老,15:40,0.0081
2岿18老,16:00,0.00345
2岿18老,16:20,0.01945
2岿18老,16:40,0.00205
2岿18老,17:00,0.0076
2岿18老,17:20,0.0534
2岿18老,17:40,0.0926
2岿18老,18:00,0.0267
2岿18老,18:20,0
2岿18老,18:40,0
2岿18老,19:00,0.0031
2岿18老,19:20,0
2岿18老,19:40,0
2岿18老,20:00,0
2岿18老,20:20,0
2岿18老,20:40,0
2岿18老,21:00,0.00035
2岿18老,21:20,0
2岿18老,21:40,0
2岿18老,22:00,0.0015
2岿18老,22:20,0.00075
2岿18老,22:40,0.0005
2岿18老,23:00,0.0016
2岿18老,23:20,0.00155
2岿18老,23:40,0
2岿18老,0:00,0.0136
2岿18老,0:20,0.0161
2岿18老,0:40,0.0168
2岿18老,1:00,0.00725
2岿18老,1:20,0.00075
2岿18老,1:40,0
2岿18老,2:00,0
2岿19老,2:20,0
2岿19老,2:40,0
2岿19老,3:00,0
2岿19老,3:20,0
2岿19老,3:40,0
2岿19老,4:00,0
2岿19老,4:20,0
2岿19老,4:40,0
2岿19老,5:00,0.0012
2岿19老,5:20,0
2岿19老,5:40,0
2岿19老,6:00,0
2岿19老,6:20,0.00045
2岿19老,6:40,0
2岿19老,7:00,0
2岿19老,7:20,0
2岿19老,7:40,0.00045
2岿19老,8:00,0
2岿19老,8:20,0
2岿19老,8:40,0
2岿19老,9:00,0
2岿19老,9:20,0
2岿19老,9:40,0.00025
2岿19老,10:00,0
2岿19老,10:20,0
2岿19老,10:40,0
2岿19老,11:00,0
2岿19老,11:20,0.00025
2岿19老,11:40,0.00065
2岿19老,12:00,0.0008
2岿19老,12:20,0
2岿19老,12:40,0.00125
2岿19老,13:00,0.0093
2岿19老,13:20,0.0079
2岿19老,13:40,0
2岿19老,14:00,0
2岿19老,14:20,0.0045
2岿19老,14:40,0.0008
2岿19老,15:00,0.00345
2岿19老,15:20,0
2岿19老,15:40,0.0023
2岿19老,16:00,0
2岿19老,16:20,0.0049
2岿19老,16:40,0.00185
2岿19老,17:00,0
2岿19老,17:20,0.0062
2岿19老,17:40,0.018
2岿19老,18:00,0.0018
2岿19老,18:20,0.00135
2岿19老,18:40,0
2岿19老,19:00,0.00155
2岿19老,19:20,0
2岿19老,19:40,0.00035
2岿19老,20:00,0.0031
2岿19老,20:20,0
2岿19老,20:40,0.0108
2岿19老,21:00,0
2岿19老,21:20,0
2岿19老,21:40,0
2岿19老,22:00,0.0043
2岿19老,22:20,0.0015
2岿19老,22:40,0.0041
2岿19老,23:00,0.0156
2岿19老,23:20,0
2岿19老,23:40,0
2岿19老,0:00,0
2岿19老,0:20,0
2岿19老,0:40,0.0007
2岿19老,1:00,0.0033
2岿19老,1:20,0.0018
2岿19老,1:40,0
2岿19老,2:00,0
2岿20老,2:20,0
2岿20老,2:40,0
2岿20老,3:00,0
2岿20老,3:20,0
2岿20老,3:40,0.0045
2岿20老,4:00,0
2岿20老,4:20,0
2岿20老,4:40,0.0008
2岿20老,5:00,0.0004
2岿20老,5:20,0
2岿20老,5:40,0.0018
2岿20老,6:00,0
2岿20老,6:20,0
2岿20老,6:40,0
2岿20老,7:00,0
2岿20老,7:20,0.0034
2岿20老,7:40,0.00155
2岿20老,8:00,0
2岿20老,8:20,0
2岿20老,8:40,0
2岿20老,9:00,0.0128
2岿20老,9:20,0.00305
2岿20老,9:40,0.00805
2岿20老,10:00,0.0028
2岿20老,10:20,0.01325
2岿20老,10:40,0.0266
2岿20老,11:00,0.0146
2岿20老,11:20,0.011
2岿20老,11:40,0.0171
2岿20老,12:00,0.01165
2岿20老,12:20,0.011
2岿20老,12:40,0.0111
2岿20老,13:00,0.01335
2岿20老,13:20,0.013
2岿20老,13:40,0.00095
2岿20老,14:00,0
2岿20老,14:20,0.00195
2岿20老,14:40,0
2岿20老,15:00,0.0048
2岿20老,15:20,0
2岿20老,15:40,0.00255
2岿20老,16:00,0
2岿20老,16:20,0.0015
2岿20老,16:40,0.0135
2岿20老,17:00,0.03955
2岿20老,17:20,0.02525
2岿20老,17:40,0.0121
2岿20老,18:00,0.0026
2岿20老,18:20,0.0004
2岿20老,18:40,0
2岿20老,19:00,0
2岿20老,19:20,0
2岿20老,19:40,0.00125
2岿20老,20:00,0
2岿20老,20:20,0.0007
2岿20老,20:40,0.008
2岿20老,21:00,0.0035
2岿20老,21:20,0
2岿20老,21:40,0.0053
2岿20老,22:00,0.0018
2岿20老,22:20,0
2岿20老,22:40,0
2岿20老,23:00,0.001
2岿20老,23:20,0
2岿20老,23:40,0.0015
2岿20老,0:00,0.0007
2岿20老,0:20,0
2岿20老,0:40,0.0096
2岿20老,1:00,0
2岿20老,1:20,0.0009
2岿20老,1:40,0.0012
2岿20老,2:00,0
2岿21老,2:20,0.00075
2岿21老,2:40,0
2岿21老,3:00,0
2岿21老,3:20,0
2岿21老,3:40,0
2岿21老,4:00,0
2岿21老,4:20,0
2岿21老,4:40,0
2岿21老,5:00,0
2岿21老,5:20,0.001
2岿21老,5:40,0
2岿21老,6:00,0
2岿21老,6:20,0
2岿21老,6:40,0
2岿21老,7:00,0
2岿21老,7:20,0
2岿21老,7:40,0.0015
2岿21老,8:00,0
2岿21老,8:20,0.0004
2岿21老,8:40,0.00295
2岿21老,9:00,0.00035
2岿21老,9:20,0.00155
2岿21老,9:40,0
2岿21老,10:00,0
2岿21老,10:20,0.00125
2岿21老,10:40,0
2岿21老,11:00,0.0007
2岿21老,11:20,0
2岿21老,11:40,0
2岿21老,12:00,0
2岿21老,12:20,0
2岿21老,12:40,0.0011
2岿21老,13:00,0
2岿21老,13:20,0
2岿21老,13:40,0
2岿21老,14:00,0
2岿21老,14:20,0.0045
2岿21老,14:40,0.00065
2岿21老,15:00,0
2岿21老,15:20,0
2岿21老,15:40,0.00165
2岿21老,16:00,0.0078
2岿21老,16:20,0.00145
2岿21老,16:40,0
2岿21老,17:00,0.0003
2岿21老,17:20,0.0012
2岿21老,17:40,0.0046
2岿21老,18:00,0.00255
2岿21老,18:20,0
2岿21老,18:40,0.00185
2岿21老,19:00,0
2岿21老,19:20,0
2岿21老,19:40,0
2岿21老,20:00,0.001
2岿21老,20:20,0
2岿21老,20:40,0
2岿21老,21:00,0
2岿21老,21:20,0.0067
2岿21老,21:40,0.0008
2岿21老,22:00,0
2岿21老,22:20,0.008
2岿21老,22:40,0
2岿21老,23:00,0.0007
2岿21老,23:20,0
2岿21老,23:40,0
2岿21老,0:00,0.00165
2岿21老,0:20,0.0024
2岿21老,0:40,0
2岿21老,1:00,0
2岿21老,1:20,0.0009
2岿21老,1:40,0.0007
2岿21老,2:00,0
2岿22老,2:20,0
2岿22老,2:40,0
2岿22老,3:00,0
2岿22老,3:20,0
2岿22老,3:40,0
2岿22老,4:00,0.003
2岿22老,4:20,0
2岿22老,4:40,0.00075
2岿22老,5:00,0
2岿22老,5:20,0
2岿22老,5:40,0
2岿22老,6:00,0
2岿22老,6:20,0.0018
2岿22老,6:40,0
2岿22老,7:00,0
2岿22老,7:20,0.00075
2岿22老,7:40,0.0027
2岿22老,8:00,0
2岿22老,8:20,0
2岿22老,8:40,0.0009
2岿22老,9:00,0.00885
2岿22老,9:20,0.01285
2岿22老,9:40,0.0028
2岿22老,10:00,0
2岿22老,10:20,0
2岿22老,10:40,0
2岿22老,11:00,0
2岿22老,11:20,0.0006
2岿22老,11:40,0.0008
2岿22老,12:00,0.0045
2岿22老,12:20,0
2岿22老,12:40,0.0104
2岿22老,13:00,0.0044
2岿22老,13:20,0
2岿22老,13:40,0.0007
2岿22老,14:00,0.0047
2岿22老,14:20,0.01965
2岿22老,14:40,0
2岿22老,15:00,0.0775
2岿22老,15:20,0.0002
2岿22老,15:40,0.00285
2岿22老,16:00,0.00375
2岿22老,16:20,0.0052
2岿22老,16:40,0.0029
2岿22老,17:00,0
2岿22老,17:20,0.0014
2岿22老,17:40,0.004
2岿22老,18:00,0.0016
2岿22老,18:20,0.00065
2岿22老,18:40,0.00035
2岿22老,19:00,0
2岿22老,19:20,0
2岿22老,19:40,0.0034
2岿22老,20:00,0
2岿22老,20:20,0
2岿22老,20:40,0
2岿22老,21:00,0
2岿22老,21:20,0
2岿22老,21:40,0.0014
2岿22老,22:00,0
2岿22老,22:20,0.033
2岿22老,22:40,0.0322
2岿22老,23:00,0.02435
2岿22老,23:20,0
2岿22老,23:40,0
2岿22老,0:00,0
2岿22老,0:20,0
2岿22老,0:40,0.00945
2岿22老,1:00,0.0559
2岿22老,1:20,0.05685
2岿22老,1:40,0.0164
2岿22老,2:00,0.0004
2岿23老,2:20,0.012
2岿23老,2:40,0.012
2岿23老,3:00,0.0129
2岿23老,3:20,0.0066
2岿23老,3:40,0
2岿23老,4:00,0.00035
2岿23老,4:20,0
2岿23老,4:40,0
2岿23老,5:00,0.0005
2岿23老,5:20,0
2岿23老,5:40,0.0006
2岿23老,6:00,0
2岿23老,6:20,0.0017
2岿23老,6:40,0.0011
2岿23老,7:00,0.0046
2岿23老,7:20,0.00265
2岿23老,7:40,0.003
2岿23老,8:00,0.0021
2岿23老,8:20,0.0078
2岿23老,8:40,0
2岿23老,9:00,0.00175
2岿23老,9:20,0.00065
2岿23老,9:40,0.002
2岿23老,10:00,0.01425
2岿23老,10:20,0.0037
2岿23老,10:40,0
2岿23老,11:00,0
2岿23老,11:20,0
2岿23老,11:40,0.0006
2岿23老,12:00,0.0015
2岿23老,12:20,0.0026
2岿23老,12:40,0.0012
2岿23老,13:00,0
2岿23老,13:20,0.00025
2岿23老,13:40,0.0054
2岿23老,14:00,0.00875
2岿23老,14:20,0.0107
2岿23老,14:40,0.0013
2岿23老,15:00,0.00165
2岿23老,15:20,0.00735
2岿23老,15:40,0.0128
2岿23老,16:00,0.011
2岿23老,16:20,0.0117
2岿23老,16:40,0.0116
2岿23老,17:00,0.012
2岿23老,17:20,0.011
2岿23老,17:40,0.01955
2岿23老,18:00,0.0094
2岿23老,18:20,0
2岿23老,18:40,0
2岿23老,19:00,0
2岿23老,19:20,0.0032
2岿23老,19:40,0
2岿23老,20:00,0.0253
2岿23老,20:20,0.0046
2岿23老,20:40,0.00045
2岿23老,21:00,0.00375
2岿23老,21:20,0.0029
2岿23老,21:40,0
2岿23老,22:00,0
2岿23老,22:20,0.0145
2岿23老,22:40,0.0013
2岿23老,23:00,0
2岿23老,23:20,0
2岿23老,23:40,0.00275
2岿23老,0:00,0.0005
2岿23老,0:20,0
2岿23老,0:40,0.00135
2岿23老,1:00,0
2岿23老,1:20,0
2岿23老,1:40,0
2岿23老,2:00,0.0128
2岿24老,2:20,0
2岿24老,2:40,0
2岿24老,3:00,0
2岿24老,3:20,0
2岿24老,3:40,0
2岿24老,4:00,0
2岿24老,4:20,0
2岿24老,4:40,0.0014
2岿24老,5:00,0.0029
2岿24老,5:20,0
2岿24老,5:40,0
2岿24老,6:00,0
2岿24老,6:20,0
2岿24老,6:40,0.001
2岿24老,7:00,0.0014
2岿24老,7:20,0.01825
2岿24老,7:40,0.0066
2岿24老,8:00,0.0013
2岿24老,8:20,0.0006
2岿24老,8:40,0.0021
2岿24老,9:00,0.00105
2岿24老,9:20,0.00605
2岿24老,9:40,0
2岿24老,10:00,0
2岿24老,10:20,0
2岿24老,10:40,0.00075
2岿24老,11:00,0.0111
2岿24老,11:20,0.02415
2岿24老,11:40,0.01975
2岿24老,12:00,0.0195
2岿24老,12:20,0.00455
2岿24老,12:40,0.00255
2岿24老,13:00,0.00435
2岿24老,13:20,0.00985
2岿24老,13:40,0.0017
2岿24老,14:00,0.0015
2岿24老,14:20,0
2岿24老,14:40,0
2岿24老,15:00,0.0005
2岿24老,15:20,0
2岿24老,15:40,0.00335
2岿24老,16:00,0.01185
2岿24老,16:20,0.00885
2岿24老,16:40,0.0043
2岿24老,17:00,0.0017
2岿24老,17:20,0.00235
2岿24老,17:40,0
2岿24老,18:00,0.00325
2岿24老,18:20,0.0018
2岿24老,18:40,0.0081
2岿24老,19:00,0
2岿24老,19:20,0
2岿24老,19:40,0
2岿24老,20:00,0
2岿24老,20:20,0
2岿24老,20:40,0
2岿24老,21:00,0.00055
2岿24老,21:20,0
2岿24老,21:40,0
2岿24老,22:00,0
2岿24老,22:20,0.00265
2岿24老,22:40,0.02465
2岿24老,23:00,0.0007
2岿24老,23:20,0.0048
2岿24老,23:40,0
2岿24老,0:00,0.0045
2岿24老,0:20,0
2岿24老,0:40,0
2岿24老,1:00,0.0012
2岿24老,1:20,0.00025
2岿24老,1:40,0.00015
2岿24老,2:00,0
2岿25老,2:20,0
2岿25老,2:40,0
2岿25老,3:00,0
2岿25老,3:20,0.008
2岿25老,3:40,0.01635
2岿25老,4:00,0.01355
2岿25老,4:20,0.00385
2岿25老,4:40,0.007
2岿25老,5:00,0.007
2岿25老,5:20,0.01
2岿25老,5:40,0.007
2岿25老,6:00,0.007
2岿25老,6:20,0.0122
2岿25老,6:40,0.0007
2岿25老,7:00,0
2岿25老,7:20,0
2岿25老,7:40,0
2岿25老,8:00,0
2岿25老,8:20,0.00715
2岿25老,8:40,0.0018
2岿25老,9:00,0.01045
2岿25老,9:20,0
2岿25老,9:40,0
2岿25老,10:00,0
2岿25老,10:20,0
2岿25老,10:40,0
2岿25老,11:00,0.0029
2岿25老,11:20,0
2岿25老,11:40,0
2岿25老,12:00,0.0045
2岿25老,12:20,0.0063
2岿25老,12:40,0
2岿25老,13:00,0
2岿25老,13:20,0
2岿25老,13:40,0.0051
2岿25老,14:00,0.00995
2岿25老,14:20,0.0021
2岿25老,14:40,0
2岿25老,15:00,0
2岿25老,15:20,0.0004
2岿25老,15:40,0.00135
2岿25老,16:00,0
2岿25老,16:20,0
2岿25老,16:40,0
2岿25老,17:00,0
2岿25老,17:20,0
2岿25老,17:40,0.00175
2岿25老,18:00,0.0042
2岿25老,18:20,0.0014
2岿25老,18:40,0
2岿25老,19:00,0
2岿25老,19:20,0
2岿25老,19:40,0
2岿25老,20:00,0.00025
2岿25老,20:20,0.02645
2岿25老,20:40,0.04245
2岿25老,21:00,0.0384
2岿25老,21:20,0.00545
2岿25老,21:40,0.0143
2岿25老,22:00,0.0098
2岿25老,22:20,0
2岿25老,22:40,0.0009
2岿25老,23:00,0.0091
2岿25老,23:20,0.00145
2岿25老,23:40,0
2岿25老,0:00,0
2岿25老,0:20,0.0015
2岿25老,0:40,0.00075
2岿25老,1:00,0.0022
2岿25老,1:20,0
2岿25老,1:40,0
2岿25老,2:00,0
2岿26老,2:20,0
2岿26老,2:40,0
2岿26老,3:00,0
2岿26老,3:20,0
2岿26老,3:40,0
2岿26老,4:00,0
2岿26老,4:20,0
2岿26老,4:40,0
2岿26老,5:00,0.00045
2岿26老,5:20,0
2岿26老,5:40,0
2岿26老,6:00,0.001
2岿26老,6:20,0
2岿26老,6:40,0
2岿26老,7:00,0
2岿26老,7:20,0
2岿26老,7:40,0
2岿26老,8:00,0.0004
2岿26老,8:20,0
2岿26老,8:40,0
2岿26老,9:00,0
2岿26老,9:20,0
2岿26老,9:40,0.0077
2岿26老,10:00,0
2岿26老,10:20,0.00065
2岿26老,10:40,0.0012
2岿26老,11:00,0
2岿26老,11:20,0
2岿26老,11:40,0.005
2岿26老,12:00,0.00445
2岿26老,12:20,0.0163
2岿26老,12:40,0.0214
2岿26老,13:00,0.0166
2岿26老,13:20,0.0213
2岿26老,13:40,0.014
2岿26老,14:00,0.01735
2岿26老,14:20,0.0035
2岿26老,14:40,0
2岿26老,15:00,0
2岿26老,15:20,0
2岿26老,15:40,0.0034
2岿26老,16:00,0
2岿26老,16:20,0.0025
2岿26老,16:40,0.008
2岿26老,17:00,0
2岿26老,17:20,0.00105
2岿26老,17:40,0.00075
2岿26老,18:00,0.00045
2岿26老,18:20,0.0027
2岿26老,18:40,0.0006
2岿26老,19:00,0.00245
2岿26老,19:20,0
2岿26老,19:40,0.00115
2岿26老,20:00,0.01
2岿26老,20:20,0.00375
2岿26老,20:40,0.00055
2岿26老,21:00,0.0008
2岿26老,21:20,0.00535
2岿26老,21:40,0
2岿26老,22:00,0.00775
2岿26老,22:20,0.0028
2岿26老,22:40,0.0019
2岿26老,23:00,0.00015
2岿26老,23:20,0
2岿26老,23:40,0.0015
2岿26老,0:00,0.00485
2岿26老,0:20,0.0082
2岿26老,0:40,0
2岿26老,1:00,0.0022
2岿26老,1:20,0.0029
2岿26老,1:40,0
2岿26老,2:00,0.0008
2岿27老,2:20,0
2岿27老,2:40,0
2岿27老,3:00,0
2岿27老,3:20,0
2岿27老,3:40,0
2岿27老,4:00,0.0028
2岿27老,4:20,0.0064
2岿27老,4:40,0.00225
2岿27老,5:00,0
2岿27老,5:20,0
2岿27老,5:40,0.00345
2岿27老,6:00,0
2岿27老,6:20,0
2岿27老,6:40,0
2岿27老,7:00,0.00065
2岿27老,7:20,0
2岿27老,7:40,0
2岿27老,8:00,0.00065
2岿27老,8:20,0
2岿27老,8:40,0
2岿27老,9:00,0.0015
2岿27老,9:20,0.00125
2岿27老,9:40,0.0059
2岿27老,10:00,0
2岿27老,10:20,0.0012
2岿27老,10:40,0.00095
2岿27老,11:00,0.0024
2岿27老,11:20,0.0016
2岿27老,11:40,0.00195
2岿27老,12:00,0.0008
2岿27老,12:20,0.04085
2岿27老,12:40,0.00805
2岿27老,13:00,0
2岿27老,13:20,0.0047
2岿27老,13:40,0
2岿27老,14:00,0.00605
2岿27老,14:20,0.00315
2岿27老,14:40,0
2岿27老,15:00,0.00025
2岿27老,15:20,0.0093
2岿27老,15:40,0.0096
2岿27老,16:00,0.0083
2岿27老,16:20,0
2岿27老,16:40,0
2岿27老,17:00,0.01835
2岿27老,17:20,0.0078
2岿27老,17:40,0.0059
2岿27老,18:00,0.00845
2岿27老,18:20,0.01025
2岿27老,18:40,0.00915
2岿27老,19:00,0.01135
2岿27老,19:20,0.00095
2岿27老,19:40,0.02715
2岿27老,20:00,0.0065
2岿27老,20:20,0.00015
2岿27老,20:40,0.0013
2岿27老,21:00,0.00225
2岿27老,21:20,0.00255
2岿27老,21:40,0
2岿27老,22:00,0.0066
2岿27老,22:20,0.00315
2岿27老,22:40,0.00235
2岿27老,23:00,0.0016
2岿27老,23:20,0.0003
2岿27老,23:40,0
2岿27老,0:00,0
2岿27老,0:20,0
2岿27老,0:40,0.0009
2岿27老,1:00,0
2岿27老,1:20,0
2岿27老,1:40,0
2岿27老,2:00,0
2岿28老,2:20,0
2岿28老,2:40,0.0018
2岿28老,3:00,0
2岿28老,3:20,0
2岿28老,3:40,0
2岿28老,4:00,0
2岿28老,4:20,0
2岿28老,4:40,0
2岿28老,5:00,0
2岿28老,5:20,0
2岿28老,5:40,0
2岿28老,6:00,0
2岿28老,6:20,0
2岿28老,6:40,0
2岿28老,7:00,0
2岿28老,7:20,0
2岿28老,7:40,0.0468
2岿28老,8:00,0.05255
2岿28老,8:20,0.0018
2岿28老,8:40,0
2岿28老,9:00,0.0044
2岿28老,9:20,0.0009
2岿28老,9:40,0.00215
2岿28老,10:00,0.0015
2岿28老,10:20,0.00085
2岿28老,10:40,0
2岿28老,11:00,0.0066
2岿28老,11:20,0.0077
2岿28老,11:40,0
2岿28老,12:00,0
2岿28老,12:20,0.00035
2岿28老,12:40,0.0094
2岿28老,13:00,0.0062
2岿28老,13:20,0
2岿28老,13:40,0
2岿28老,14:00,0
2岿28老,14:20,0
2岿28老,14:40,0.00315
2岿28老,15:00,0.0147
2岿28老,15:20,0
2岿28老,15:40,0
2岿28老,16:00,0
2岿28老,16:20,0
2岿28老,16:40,0
2岿28老,17:00,0.0018
2岿28老,17:20,0
2岿28老,17:40,0
2岿28老,18:00,0.0014
2岿28老,18:20,0.00145
2岿28老,18:40,0.00225
2岿28老,19:00,0.0015
2岿28老,19:20,0.00295
2岿28老,19:40,0.0027
2岿28老,20:00,0.0025
2岿28老,20:20,0.0035
2岿28老,20:40,0.00085
2岿28老,21:00,0.00215
2岿28老,21:20,0.048
2岿28老,21:40,0.017
2岿28老,22:00,0.00125
2岿28老,22:20,0
2岿28老,22:40,0
2岿28老,23:00,0.0077
2岿28老,23:20,0
2岿28老,23:40,0.0007
2岿28老,0:00,0.00045
2岿28老,0:20,0
2岿28老,0:40,0.0066
2岿28老,1:00,0.0006
2岿28老,1:20,0.00855
2岿28老,1:40,0.0009
2岿28老,2:00,0.00115
3岿1老,2:20,0.0015
3岿1老,2:40,0.0004
3岿1老,3:00,0
3岿1老,3:20,0
3岿1老,3:40,0
3岿1老,4:00,0
3岿1老,4:20,0
3岿1老,4:40,0
3岿1老,5:00,0
3岿1老,5:20,0.00015
3岿1老,5:40,0
3岿1老,6:00,0
3岿1老,6:20,0
3岿1老,6:40,0.0016
3岿1老,7:00,0
3岿1老,7:20,0.00025
3岿1老,7:40,0
3岿1老,8:00,0.0189
3岿1老,8:20,0.00755
3岿1老,8:40,0.01015
3岿1老,9:00,0.01625
3岿1老,9:20,0.00835
3岿1老,9:40,0
3岿1老,10:00,0.0044
3岿1老,10:20,0.00035
3岿1老,10:40,0.00035
3岿1老,11:00,0
3岿1老,11:20,0
3岿1老,11:40,0.001
3岿1老,12:00,0
3岿1老,12:20,0.00325
3岿1老,12:40,0.00425
3岿1老,13:00,0.005
3岿1老,13:20,0.01085
3岿1老,13:40,0.00465
3岿1老,14:00,0.00075
3岿1老,14:20,0.00045
3岿1老,14:40,0
3岿1老,15:00,0.00015
3岿1老,15:20,0
3岿1老,15:40,0.0033
3岿1老,16:00,0.022
3岿1老,16:20,0.0075
3岿1老,16:40,0.01135
3岿1老,17:00,0.00065
3岿1老,17:20,0.0064
3岿1老,17:40,0.03595
3岿1老,18:00,0.02355
3岿1老,18:20,0.0024
3岿1老,18:40,0
3岿1老,19:00,0.0005
3岿1老,19:20,0.00065
3岿1老,19:40,0.0041
3岿1老,20:00,0
3岿1老,20:20,0
3岿1老,20:40,0.001
3岿1老,21:00,0.00115
3岿1老,21:20,0
3岿1老,21:40,0.0007
3岿1老,22:00,0.0027
3岿1老,22:20,0
3岿1老,22:40,0.001
3岿1老,23:00,0.0047
3岿1老,23:20,0
3岿1老,23:40,0.00775
3岿1老,0:00,0
3岿1老,0:20,0.00035
3岿1老,0:40,0
3岿1老,1:00,0
3岿1老,1:20,0
3岿1老,1:40,0
3岿1老,2:00,0
3岿2老,2:20,0
3岿2老,2:40,0
3岿2老,3:00,0
3岿2老,3:20,0
3岿2老,3:40,0
3岿2老,4:00,0
3岿2老,4:20,0
3岿2老,4:40,0
3岿2老,5:00,0.003
3岿2老,5:20,0.01625
3岿2老,5:40,0.0075
3岿2老,6:00,0.00315
3岿2老,6:20,0
3岿2老,6:40,0
3岿2老,7:00,0
3岿2老,7:20,0.0012
3岿2老,7:40,0
3岿2老,8:00,0
3岿2老,8:20,0.001
3岿2老,8:40,0
3岿2老,9:00,0.00575
3岿2老,9:20,0.0171
3岿2老,9:40,0.00055
3岿2老,10:00,0.0075
3岿2老,10:20,0.0076
3岿2老,10:40,0.00135
3岿2老,11:00,0.00405
3岿2老,11:20,0
3岿2老,11:40,0.0082
3岿2老,12:00,0.01405
3岿2老,12:20,0.0121
3岿2老,12:40,0
3岿2老,13:00,0.0018
